iter	Passed	Remaining
1669	28287	141097
1670	28305	141087
1671	28324	141080
1672	28343	141072
1673	28362	141064
1674	28381	141058
1675	28399	141046
1676	28417	141037
1677	28436	141030
1678	28455	141023
1679	28474	141015
1680	28493	141007
1681	28511	140995
1682	28529	140985
1683	28548	140978
1684	28566	140969
1685	28585	140961
1686	28606	140964
1687	28628	140970
1688	28649	140972
1689	28668	140966
1690	28688	140964
1691	28707	140960
1692	28726	140953
1693	28746	140949
1694	28764	140939
1695	28783	140930
1696	28802	140921
1697	28820	140913
1698	28839	140905
1699	28859	140904
1700	28877	140888
1701	28895	140879
1702	28914	140870
1703	28931	140855
1704	28949	140843
1705	28967	140829
1706	28985	140818
1707	29003	140805
1708	29021	140792
1709	29038	140778
1710	29056	140765
1711	29074	140752
1712	29093	140746
1713	29111	140735
1714	29129	140723
1715	29147	140710
1716	29164	140694
1717	29181	140675
1718	29197	140653
1719	29214	140635
1720	29230	140613
1721	29246	140594
1722	29263	140575
1723	29279	140554
1724	29295	140535
1725	29312	140514
1726	29328	140494
1727	29344	140474
1728	29361	140455
1729	29377	140435
1730	29393	140413
1731	29409	140393
1732	29426	140374
1733	29443	140355
1734	29459	140336
1735	29476	140318
1736	29492	140298
1737	29509	140280
1738	29525	140258
1739	29542	140241
1740	29559	140223
1741	29575	140204
1742	29592	140185
1743	29608	140165
1744	29624	140144
1745	29641	140126
1746	29658	140107
1747	29674	140087
1748	29690	140068
1749	29707	140049
1750	29723	140029
1751	29740	140009
1752	29756	139988
1753	29772	139970
1754	29789	139950
1755	29805	139928
1756	29821	139908
1757	29838	139889
1758	29854	139869
1759	29870	139849
1760	29887	139831
1761	29904	139813
1762	29920	139793
1763	29936	139773
1764	29953	139752
1765	29971	139740
1766	29989	139732
1767	30009	139725
1768	30028	139718
1769	30046	139710
1770	30065	139700
1771	30085	139695
1772	30104	139687
1773	30122	139679
1774	30140	139666
1775	30159	139659
1776	30178	139649
1777	30197	139640
1778	30215	139631
1779	30234	139621
1780	30252	139607
1781	30270	139598
1782	30289	139589
1783	30307	139579
1784	30326	139569
1785	30342	139549
1786	30359	139530
1787	30375	139510
1788	30391	139489
1789	30408	139472
1790	30425	139453
1791	30441	139434
1792	30458	139414
1793	30474	139396
1794	30491	139376
1795	30507	139356
1796	30524	139340
1797	30540	139319
1798	30557	139300
1799	30574	139281
1800	30590	139262
1801	30607	139243
1802	30623	139225
1803	30640	139207
1804	30657	139190
1805	30673	139170
1806	30690	139153
1807	30707	139134
1808	30723	139114
1809	30740	139096
1810	30757	139077
1811	30773	139057
1812	30789	139038
1813	30808	139027
1814	30825	139011
1815	30841	138991
1816	30858	138973
1817	30874	138952
1818	30891	138934
1819	30907	138915
1820	30924	138896
1821	30941	138879
1822	30957	138860
1823	30974	138842
1824	30991	138824
1825	31007	138805
1826	31024	138787
1827	31041	138768
1828	31057	138749
1829	31074	138730
1830	31090	138709
1831	31107	138692
1832	31124	138675
1833	31140	138656
1834	31157	138637
1835	31173	138618
1836	31190	138600
1837	31207	138583
1838	31224	138565
1839	31241	138547
1840	31258	138530
1841	31274	138512
1842	31292	138497
1843	31309	138482
1844	31327	138467
1845	31343	138448
1846	31360	138430
1847	31376	138410
1848	31393	138391
1849	31409	138370
1850	31425	138349
1851	31441	138328
1852	31458	138312
1853	31474	138291
1854	31490	138269
1855	31507	138251
1856	31524	138236
1857	31541	138220
1858	31559	138204
1859	31576	138189
1860	31593	138171
1861	31609	138153
1862	31626	138136
1863	31643	138118
1864	31659	138097
1865	31677	138083
1866	31694	138065
1867	31711	138048
1868	31727	138030
1869	31744	138013
1870	31761	137996
1871	31778	137979
1872	31795	137963
1873	31812	137946
1874	31829	137929
1875	31847	137913
1876	31864	137898
1877	31881	137881
1878	31898	137865
1879	31916	137850
1880	31932	137831
1881	31949	137815
1882	31966	137798
1883	31983	137781
1884	32001	137765
1885	32018	137749
1886	32035	137732
1887	32051	137712
1888	32067	137693
1889	32084	137673
1890	32100	137652
1891	32117	137634
1892	32133	137615
1893	32149	137594
1894	32166	137577
1895	32183	137559
1896	32199	137540
1897	32216	137521
1898	32232	137503
1899	32249	137485
1900	32266	137468
1901	32283	137452
1902	32301	137437
1903	32318	137421
1904	32335	137406
1905	32353	137389
1906	32369	137372
1907	32387	137356
1908	32404	137339
1909	32421	137322
1910	32438	137306
1911	32454	137287
1912	32472	137272
1913	32490	137262
1914	32507	137244
1915	32524	137227
1916	32541	137212
1917	32559	137197
1918	32576	137179
1919	32593	137164
1920	32610	137146
1921	32627	137129
1922	32645	137119
1923	32664	137111
1924	32683	137102
1925	32703	137098
1926	32723	137092
1927	32742	137083
1928	32760	137071
1929	32779	137062
1930	32798	137054
1931	32817	137043
1932	32836	137035
1933	32854	137024
1934	32872	137009
1935	32888	136991
1936	32905	136973
1937	32922	136954
1938	32938	136935
1939	32954	136914
1940	32970	136894
1941	32987	136874
1942	33003	136853
1943	33019	136835
1944	33036	136816
1945	33052	136796
1946	33068	136776
1947	33085	136757
1948	33101	136737
1949	33117	136716
1950	33134	136699
1951	33151	136683
1952	33168	136666
1953	33185	136647
1954	33202	136629
1955	33218	136610
1956	33235	136593
1957	33252	136576
1958	33269	136560
1959	33286	136541
1960	33302	136522
1961	33319	136506
1962	33336	136486
1963	33352	136466
1964	33368	136446
1965	33385	136427
1966	33401	136406
1967	33417	136385
1968	33433	136364
1969	33449	136346
1970	33466	136326
1971	33482	136307
1972	33500	136292
1973	33518	136280
1974	33537	136272
1975	33556	136263
1976	33574	136250
1977	33593	136241
1978	33612	136233
1979	33631	136225
1980	33650	136214
1981	33669	136204
1982	33686	136189
1983	33703	136171
1984	33719	136153
1985	33736	136135
1986	33752	136114
1987	33769	136097
1988	33786	136078
1989	33801	136056
1990	33817	136034
1991	33833	136014
1992	33850	135995
1993	33866	135977
1994	33882	135956
1995	33899	135937
1996	33915	135918
1997	33932	135900
1998	33949	135881
1999	33965	135862
2000	33982	135843
2001	33998	135824
2002	34015	135805
2003	34032	135790
2004	34051	135780
2005	34070	135772
2006	34090	135766
2007	34109	135757
2008	34128	135747
2009	34147	135741
2010	34166	135731
2011	34186	135726
2012	34206	135720
2013	34224	135709
2014	34241	135691
2015	34258	135673
2016	34274	135654
2017	34290	135634
2018	34307	135616
2019	34324	135596
2020	34340	135577
2021	34356	135557
2022	34372	135537
2023	34389	135519
2024	34406	135500
2025	34422	135482
2026	34438	135462
2027	34455	135443
2028	34472	135426
2029	34488	135406
2030	34505	135387
2031	34521	135369
2032	34538	135349
2033	34554	135329
2034	34571	135313
2035	34589	135299
2036	34606	135284
2037	34624	135270
2038	34641	135252
2039	34657	135233
2040	34674	135215
2041	34693	135206
2042	34712	135195
2043	34731	135187
2044	34750	135178
2045	34770	135172
2046	34789	135164
2047	34809	135157
2048	34828	135150
2049	34847	135140
2050	34864	135124
2051	34881	135106
2052	34898	135088
2053	34915	135071
2054	34931	135053
2055	34948	135034
2056	34964	135014
2057	34980	134993
2058	34997	134974
2059	35013	134954
2060	35029	134933
2061	35045	134914
2062	35062	134895
2063	35078	134875
2064	35095	134857
2065	35111	134836
2066	35127	134815
2067	35143	134797
2068	35160	134778
2069	35177	134761
2070	35193	134742
2071	35209	134722
2072	35226	134702
2073	35243	134684
2074	35259	134667
2075	35276	134648
2076	35293	134630
2077	35309	134611
2078	35325	134590
2079	35343	134577
2080	35362	134565
2081	35381	134556
2082	35400	134547
2083	35418	134537
2084	35443	134551
2085	35470	134569
2086	35490	134565
2087	35509	134556
2088	35527	134543
2089	35545	134528
2090	35562	134510
2091	35578	134491
2092	35595	134472
2093	35611	134452
2094	35627	134432
2095	35644	134413
2096	35660	134394
2097	35676	134374
2098	35693	134356
2099	35709	134337
2100	35726	134318
2101	35743	134300
2102	35759	134280
2103	35775	134260
2104	35792	134244
2105	35809	134224
2106	35825	134204
2107	35842	134187
2108	35858	134168
2109	35875	134149
2110	35891	134129
2111	35907	134110
2112	35923	134090
2113	35942	134079
2114	35959	134062
2115	35976	134044
2116	35992	134025
2117	36009	134005
2118	36025	133987
2119	36042	133969
2120	36059	133953
2121	36077	133938
2122	36095	133925
2123	36112	133909
2124	36129	133891
2125	36146	133872
2126	36162	133853
2127	36179	133836
2128	36195	133817
2129	36212	133798
2130	36228	133779
2131	36246	133765
2132	36264	133751
2133	36281	133733
2134	36298	133716
2135	36314	133698
2136	36330	133678
2137	36347	133658
2138	36363	133638
2139	36379	133617
2140	36396	133601
2141	36415	133592
2142	36435	133584
2143	36454	133576
2144	36473	133567
2145	36492	133556
2146	36511	133547
2147	36531	133542
2148	36554	133544
2149	36575	133542
2150	36592	133527
2151	36610	133513
2152	36628	133497
2153	36644	133478
2154	36660	133458
2155	36677	133442
2156	36695	133427
2157	36712	133409
2158	36729	133394
2159	36747	133379
2160	36765	133364
2161	36783	133354
2162	36806	133358
2163	36830	133364
2164	36850	133360
2165	36870	133352
2166	36889	133344
2167	36909	133338
2168	36929	133332
2169	36949	133325
2170	36969	133317
2171	36989	133310
2172	37008	133303
2173	37031	133306
2174	37054	133309
2175	37073	133300
2176	37092	133290
2177	37111	133280
2178	37130	133271
2179	37152	133270
2180	37174	133274
2181	37194	133267
2182	37213	133256
2183	37231	133243
2184	37250	133233
2185	37269	133222
2186	37287	133207
2187	37304	133190
2188	37320	133171
2189	37337	133152
2190	37354	133135
2191	37372	133123
2192	37391	133111
2193	37410	133102
2194	37427	133084
2195	37443	133064
2196	37460	133046
2197	37477	133030
2198	37496	133018
2199	37515	133008
2200	37534	132999
2201	37553	132987
2202	37572	132979
2203	37591	132968
2204	37610	132958
2205	37629	132947
2206	37649	132940
2207	37669	132934
2208	37688	132925
2209	37707	132914
2210	37727	132906
2211	37747	132899
2212	37767	132894
2213	37786	132883
2214	37804	132872
2215	37824	132863
2216	37842	132851
2217	37861	132840
2218	37880	132829
2219	37898	132817
2220	37917	132803
2221	37935	132792
2222	37953	132778
2223	37970	132760
2224	37987	132742
2225	38004	132726
2226	38022	132713
2227	38041	132700
2228	38060	132690
2229	38079	132680
2230	38097	132665
2231	38114	132650
2232	38133	132639
2233	38151	132626
2234	38170	132614
2235	38187	132596
2236	38204	132580
2237	38222	132564
2238	38241	132554
2239	38262	132552
2240	38281	132542
2241	38298	132523
2242	38315	132507
2243	38333	132492
2244	38350	132477
2245	38368	132463
2246	38386	132448
2247	38405	132438
2248	38424	132428
2249	38443	132417
2250	38463	132409
2251	38482	132399
2252	38501	132389
2253	38519	132375
2254	38538	132362
2255	38555	132345
2256	38573	132330
2257	38592	132321
2258	38610	132308
2259	38628	132294
2260	38647	132284
2261	38666	132273
2262	38684	132260
2263	38703	132248
2264	38722	132237
2265	38741	132227
2266	38761	132218
2267	38779	132207
2268	38799	132197
2269	38817	132185
2270	38837	132177
2271	38856	132165
2272	38874	132154
2273	38894	132143
2274	38913	132133
2275	38931	132120
2276	38952	132116
2277	38972	132111
2278	38992	132101
2279	39010	132089
2280	39030	132079
2281	39051	132076
2282	39072	132072
2283	39093	132068
2284	39112	132058
2285	39131	132047
2286	39150	132037
2287	39170	132028
2288	39190	132020
2289	39210	132015
2290	39229	132004
2291	39248	131992
2292	39267	131982
2293	39288	131977
2294	39306	131964
2295	39327	131958
2296	39346	131949
2297	39365	131938
2298	39385	131931
2299	39404	131917
2300	39422	131906
2301	39441	131893
2302	39460	131882
2303	39478	131867
2304	39496	131855
2305	39515	131845
2306	39534	131833
2307	39552	131820
2308	39570	131806
2309	39589	131793
2310	39607	131780
2311	39626	131769
2312	39645	131759
2313	39664	131745
2314	39682	131733
2315	39700	131718
2316	39718	131704
2317	39737	131691
2318	39755	131676
2319	39773	131662
2320	39791	131648
2321	39809	131633
2322	39827	131622
2323	39845	131606
2324	39864	131596
2325	39883	131585
2326	39902	131573
2327	39919	131555
2328	39936	131540
2329	39954	131522
2330	39970	131504
2331	39988	131488
2332	40004	131469
2333	40022	131453
2334	40040	131439
2335	40057	131422
2336	40075	131405
2337	40091	131386
2338	40107	131366
2339	40124	131347
2340	40141	131329
2341	40159	131316
2342	40178	131303
2343	40196	131289
2344	40214	131275
2345	40232	131261
2346	40250	131247
2347	40269	131234
2348	40287	131220
2349	40305	131206
2350	40323	131192
2351	40341	131179
2352	40359	131165
2353	40378	131152
2354	40396	131138
2355	40414	131123
2356	40432	131109
2357	40450	131095
2358	40468	131081
2359	40486	131067
2360	40505	131054
2361	40523	131041
2362	40541	131027
2363	40559	131013
2364	40578	130999
2365	40596	130985
2366	40613	130970
2367	40631	130953
2368	40647	130933
2369	40664	130914
2370	40680	130895
2371	40698	130879
2372	40715	130862
2373	40732	130845
2374	40749	130827
2375	40766	130808
2376	40782	130789
2377	40800	130773
2378	40818	130760
2379	40837	130748
2380	40856	130736
2381	40875	130725
2382	40894	130714
2383	40913	130702
2384	40931	130689
2385	40950	130677
2386	40970	130668
2387	40989	130658
2388	41008	130647
2389	41028	130639
2390	41049	130633
2391	41069	130625
2392	41091	130623
2393	41110	130614
2394	41129	130600
2395	41149	130594
2396	41172	130594
2397	41191	130583
2398	41210	130571
2399	41229	130559
2400	41247	130545
2401	41266	130534
2402	41285	130522
2403	41304	130510
2404	41322	130497
2405	41341	130485
2406	41358	130467
2407	41374	130447
2408	41391	130427
2409	41407	130407
2410	41423	130387
2411	41440	130368
2412	41457	130352
2413	41475	130337
2414	41491	130316
2415	41508	130298
2416	41525	130280
2417	41542	130263
2418	41560	130246
2419	41576	130228
2420	41593	130209
2421	41610	130191
2422	41626	130171
2423	41643	130153
2424	41660	130134
2425	41676	130115
2426	41694	130098
2427	41713	130086
2428	41735	130085
2429	41755	130078
2430	41772	130061
2431	41790	130045
2432	41807	130029
2433	41832	130034
2434	41854	130031
2435	41871	130014
2436	41888	129997
2437	41906	129981
2438	41923	129963
2439	41941	129948
2440	41958	129932
2441	41976	129916
2442	41993	129899
2443	42010	129881
2444	42027	129863
2445	42044	129846
2446	42061	129828
2447	42078	129810
2448	42095	129792
2449	42112	129774
2450	42128	129755
2451	42146	129739
2452	42162	129720
2453	42179	129702
2454	42196	129682
2455	42213	129665
2456	42232	129653
2457	42252	129644
2458	42272	129635
2459	42291	129625
2460	42310	129613
2461	42329	129600
2462	42348	129588
2463	42366	129576
2464	42386	129565
2465	42406	129557
2466	42427	129552
2467	42446	129541
2468	42464	129525
2469	42482	129510
2470	42500	129495
2471	42517	129480
2472	42535	129463
2473	42552	129447
2474	42570	129430
2475	42588	129415
2476	42605	129399
2477	42623	129384
2478	42641	129368
2479	42658	129352
2480	42677	129339
2481	42694	129323
2482	42711	129304
2483	42728	129284
2484	42744	129267
2485	42762	129249
2486	42779	129231
2487	42794	129210
2488	42812	129192
2489	42828	129173
2490	42845	129155
2491	42862	129138
2492	42879	129121
2493	42896	129102
2494	42913	129084
2495	42929	129064
2496	42946	129045
2497	42962	129025
2498	42978	129005
2499	42995	128986
2500	43012	128969
2501	43028	128948
2502	43045	128930
2503	43062	128913
2504	43079	128895
2505	43097	128879
2506	43114	128863
2507	43132	128846
2508	43148	128827
2509	43165	128807
2510	43181	128788
2511	43198	128770
2512	43215	128752
2513	43234	128739
2514	43251	128723
2515	43269	128707
2516	43286	128689
2517	43303	128671
2518	43320	128655
2519	43338	128638
2520	43354	128619
2521	43372	128602
2522	43389	128584
2523	43407	128570
2524	43427	128561
2525	43447	128554
2526	43471	128555
2527	43490	128545
2528	43508	128529
2529	43525	128513
2530	43543	128497
2531	43561	128481
2532	43577	128462
2533	43595	128445
2534	43611	128427
2535	43628	128409
2536	43646	128392
2537	43663	128376
2538	43680	128358
2539	43697	128339
2540	43714	128321
2541	43732	128308
2542	43752	128299
2543	43772	128288
2544	43791	128277
2545	43810	128265
2546	43829	128253
2547	43847	128239
2548	43868	128231
2549	43887	128220
2550	43906	128208
2551	43925	128197
2552	43945	128187
2553	43963	128172
2554	43982	128161
2555	44000	128146
2556	44017	128126
2557	44033	128106
2558	44049	128087
2559	44066	128068
2560	44082	128048
2561	44099	128029
2562	44116	128011
2563	44133	127994
2564	44150	127977
2565	44168	127959
2566	44184	127941
2567	44201	127922
2568	44217	127902
2569	44234	127883
2570	44250	127863
2571	44266	127842
2572	44283	127824
2573	44300	127806
2574	44317	127788
2575	44334	127770
2576	44351	127753
2577	44367	127733
2578	44383	127713
2579	44399	127692
2580	44416	127672
2581	44432	127652
2582	44448	127632
2583	44464	127612
2584	44481	127592
2585	44497	127573
2586	44514	127554
2587	44529	127532
2588	44546	127512
2589	44561	127490
2590	44577	127469
2591	44593	127449
2592	44609	127428
2593	44626	127409
2594	44642	127389
2595	44658	127369
2596	44674	127349
2597	44690	127328
2598	44707	127310
2599	44723	127290
2600	44739	127270
2601	44756	127250
2602	44772	127229
2603	44788	127210
2604	44804	127189
2605	44820	127169
2606	44836	127149
2607	44852	127128
2608	44868	127108
2609	44884	127087
2610	44900	127067
2611	44917	127047
2612	44933	127028
2613	44950	127009
2614	44967	126992
2615	44983	126972
2616	45000	126953
2617	45015	126931
2618	45032	126912
2619	45048	126893
2620	45064	126872
2621	45080	126852
2622	45097	126833
2623	45114	126814
2624	45130	126793
2625	45146	126773
2626	45162	126753
2627	45178	126734
2628	45194	126714
2629	45211	126693
2630	45227	126673
2631	45243	126654
2632	45259	126634
2633	45276	126614
2634	45292	126595
2635	45309	126577
2636	45326	126559
2637	45342	126540
2638	45359	126521
2639	45375	126501
2640	45392	126482
2641	45408	126462
2642	45424	126443
2643	45441	126424
2644	45457	126404
2645	45474	126386
2646	45490	126366
2647	45507	126349
2648	45524	126329
2649	45540	126310
2650	45556	126290
2651	45573	126271
2652	45589	126253
2653	45607	126235
2654	45625	126221
2655	45643	126207
2656	45661	126192
2657	45680	126178
2658	45697	126163
2659	45716	126149
2660	45734	126135
2661	45752	126120
2662	45770	126106
2663	45789	126091
2664	45807	126078
2665	45826	126064
2666	45844	126050
2667	45862	126036
2668	45880	126020
2669	45897	126003
2670	45914	125985
2671	45930	125965
2672	45946	125944
2673	45962	125924
2674	45978	125904
2675	45995	125885
2676	46011	125866
2677	46028	125847
2678	46044	125827
2679	46061	125808
2680	46077	125789
2681	46093	125768
2682	46109	125748
2683	46126	125729
2684	46143	125711
2685	46159	125691
2686	46175	125672
2687	46192	125654
2688	46208	125634
2689	46225	125616
2690	46242	125597
2691	46258	125578
2692	46274	125559
2693	46291	125539
2694	46307	125519
2695	46324	125501
2696	46340	125482
2697	46357	125464
2698	46374	125445
2699	46390	125425
2700	46406	125407
2701	46423	125387
2702	46440	125369
2703	46456	125349
2704	46472	125330
2705	46489	125310
2706	46505	125291
2707	46522	125273
2708	46538	125254
2709	46555	125236
2710	46572	125217
2711	46588	125197
2712	46604	125178
2713	46622	125162
2714	46640	125148
2715	46657	125130
2716	46674	125112
2717	46691	125093
2718	46708	125075
2719	46724	125056
2720	46740	125036
2721	46756	125016
2722	46773	124997
2723	46789	124977
2724	46805	124958
2725	46822	124938
2726	46838	124920
2727	46854	124900
2728	46871	124881
2729	46888	124865
2730	46906	124848
2731	46923	124832
2732	46940	124814
2733	46956	124794
2734	46973	124775
2735	46989	124756
2736	47005	124736
2737	47022	124716
2738	47038	124696
2739	47054	124676
2740	47070	124656
2741	47087	124638
2742	47104	124621
2743	47121	124603
2744	47137	124584
2745	47153	124564
2746	47170	124544
2747	47186	124525
2748	47203	124507
2749	47219	124488
2750	47237	124472
2751	47256	124461
2752	47275	124447
2753	47295	124437
2754	47314	124426
2755	47333	124412
2756	47352	124400
2757	47371	124387
2758	47390	124377
2759	47409	124364
2760	47429	124353
2761	47448	124341
2762	47466	124327
2763	47484	124311
2764	47500	124292
2765	47517	124272
2766	47533	124253
2767	47549	124234
2768	47567	124217
2769	47583	124198
2770	47599	124179
2771	47616	124160
2772	47633	124141
2773	47650	124124
2774	47667	124106
2775	47683	124087
2776	47700	124068
2777	47717	124051
2778	47733	124032
2779	47750	124014
2780	47766	123994
2781	47783	123976
2782	47799	123956
2783	47816	123937
2784	47833	123919
2785	47849	123900
2786	47866	123882
2787	47882	123862
2788	47899	123844
2789	47915	123825
2790	47932	123806
2791	47948	123786
2792	47964	123767
2793	47981	123749
